         9327113 function calls (9308042 primitive calls) in 6.906 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.001    0.001 axes3d.py:40(Axes3D)
      216    0.000    0.000    0.001    0.000 typing.py:379(_remove_dups_flatten)
  334/328    0.000    0.000    0.001    0.000 functools.py:1021(__get__)
 1344/449    0.001    0.000    0.001    0.000 _parser.py:177(getwidth)
      320    0.000    0.000    0.001    0.000 api_util.py:457(check_callable)
 1696/191    0.001    0.000    0.001    0.000 {built-in method _abc._abc_subclasscheck}
        1    0.001    0.001    0.001    0.001 transforms.py:211(BboxBase)
        1    0.000    0.000    0.001    0.001 _stride_tricks_impl.py:495(broadcast_arrays)
     1460    0.000    0.000    0.001    0.000 typing.py:1122(_is_unpacked_typevartuple)
       37    0.001    0.000    0.001    0.000 {built-in method _io.open}
      180    0.001    0.000    0.001    0.000 _compiler.py:241(_optimize_charset)
        1    0.000    0.000    0.001    0.001 prng.py:1(<module>)
        1    0.000    0.000    0.001    0.001 ImagePalette.py:1(<module>)
        3    0.000    0.000    0.001    0.000 fft.py:1(<module>)
        1    0.000    0.000    0.001    0.001 numerictypes.py:1(<module>)
      554    0.001    0.000    0.001    0.000 typing.py:1809(__hash__)
       58    0.000    0.000    0.001    0.000 core.py:3143(parseImpl)
        1    0.000    0.000    0.001    0.001 decoder.py:1(<module>)
       20    0.000    0.000    0.001    0.000 core.py:5176(parseImpl)
        1    0.000    0.000    0.001    0.001 rrule.py:1(<module>)
      555    0.001    0.000    0.001    0.000 dataclasses.py:709(_is_type)
        1    0.000    0.000    0.001    0.001 _afm.py:1(<module>)
       93    0.000    0.000    0.001    0.000 typing.py:1658(copy_with)
     1444    0.001    0.000    0.001    0.000 {built-in method builtins.max}
       65    0.000    0.000    0.001    0.000 typing.py:1634(__getitem__)
      509    0.000    0.000    0.001    0.000 _inspect.py:96(getargspec)
3508/3338    0.001    0.000    0.001    0.000 {method 'update' of 'dict' objects}
        2    0.000    0.000    0.001    0.001 compilation_cache.py:1(<module>)
      311    0.000    0.000    0.001    0.000 function_base.py:505(add_newdoc)
        1    0.001    0.001    0.001    0.001 numeric.py:303(full)
        1    0.000    0.000    0.001    0.001 format.py:1(<module>)
        1    0.000    0.000    0.001    0.001 ExifTags.py:21(Base)
        1    0.000    0.000    0.001    0.001 array_methods.py:1(<module>)
        1    0.000    0.000    0.001    0.001 _add_newdocs.py:1(<module>)
        1    0.000    0.000    0.001    0.001 __init__.py:349(_init_posix)
       15    0.000    0.000    0.001    0.000 core.py:617(set_parse_action)
        2    0.000    0.000    0.001    0.001 tree_util.py:1(<module>)
       68    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:1483(_path_hooks)
        1    0.000    0.000    0.001    0.001 socket.py:1(<module>)
      320    0.000    0.000    0.001    0.000 inspect.py:412(isgeneratorfunction)
        3    0.000    0.000    0.001    0.000 typing.py:1(<module>)
       19    0.000    0.000    0.001    0.000 core.py:263(_trim_arity)
       71    0.000    0.000    0.001    0.000 deprecation.py:260(rename_parameter)
     6883    0.001    0.000    0.001    0.000 {method 'group' of 're.Match' objects}
     1641    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:89(_unpack_uint32)
       94    0.000    0.000    0.001    0.000 inspect.py:3280(__str__)
        2    0.000    0.000    0.001    0.001 core.py:6072(srange)
        6    0.000    0.000    0.001    0.000 core.py:3131(re_match)
        2    0.000    0.000    0.001    0.001 custom_derivatives.py:1(<module>)
       66    0.000    0.000    0.001    0.000 core.py:1446(__add__)
        6    0.000    0.000    0.001    0.000 core.py:3110(re)
        1    0.000    0.000    0.001    0.001 setops.py:1(<module>)
      434    0.000    0.000    0.001    0.000 {built-in method builtins.next}
      547    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:726(_validate_timestamp_pyc)
     1217    0.000    0.000    0.001    0.000 typing.py:1358(__getattr__)
      547    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:693(_classify_pyc)
        5    0.001    0.000    0.001    0.000 {method 'readlines' of '_io._IOBase' objects}
       94    0.000    0.000    0.001    0.000 inspect.py:3283(format)
     4499    0.001    0.000    0.001    0.000 inspect.py:3057(<genexpr>)
        1    0.000    0.000    0.001    0.001 tz.py:1(<module>)
      320    0.000    0.000    0.001    0.000 inspect.py:399(_has_code_flag)
        1    0.000    0.000    0.001    0.001 pretty_printer.py:1(<module>)
        1    0.000    0.000    0.001    0.001 slicing.py:1(<module>)
      640    0.000    0.000    0.001    0.000 api_util.py:469(infer_argnums_and_argnames)
      583    0.001    0.000    0.001    0.000 {method '__exit__' of '_io._IOBase' objects}
        1    0.000    0.000    0.001    0.001 _util.py:1(<module>)
     7955    0.001    0.000    0.001    0.000 {method 'isidentifier' of 'str' objects}
        1    0.000    0.000    0.001    0.001 gpu_solver.py:1(<module>)
      640    0.001    0.000    0.001    0.000 api_util.py:158(_validate_argnums)
    45/12    0.000    0.000    0.001    0.000 typing.py:1483(_determine_new_args)
        1    0.000    0.000    0.001    0.001 _ods_common.py:1(<module>)
       11    0.000    0.000    0.001    0.000 ufuncs.py:75(decorator)
      259    0.000    0.000    0.001    0.000 typing.py:351(_deduplicate)
  280/180    0.000    0.000    0.001    0.000 core.py:1944(name)
        1    0.000    0.000    0.001    0.001 ipaddress.py:1(<module>)
        1    0.000    0.000    0.001    0.001 lzma.py:1(<module>)
        1    0.000    0.000    0.001    0.001 traceback_util.py:73(filter_traceback)
        1    0.000    0.000    0.001    0.001 _utils_impl.py:1(<module>)
       60    0.000    0.000    0.001    0.000 __init__.py:833(_open_file_or_url)
        5    0.000    0.000    0.001    0.000 traceback_util.py:58(include_frame)
     7462    0.001    0.000    0.001    0.000 enum.py:1145(__new__)
    45/12    0.000    0.000    0.001    0.000 typing.py:1512(_make_substitution)
        1    0.000    0.000    0.001    0.001 cupy.py:1(<module>)
       33    0.000    0.000    0.001    0.000 contextlib.py:136(__enter__)
       81    0.000    0.000    0.001    0.000 traceback_util.py:59(<genexpr>)
      368    0.000    0.000    0.001    0.000 {built-in method fromkeys}
        5    0.000    0.000    0.001    0.000 tokenize.py:350(detect_encoding)
        1    0.000    0.000    0.001    0.001 _abc.py:1(<module>)
        1    0.000    0.000    0.001    0.001 paths.py:1(<module>)
  210/117    0.000    0.000    0.001    0.000 core.py:1907(default_name)
     7729    0.001    0.000    0.001    0.000 {method '__contains__' of 'frozenset' objects}
       14    0.000    0.000    0.001    0.000 core.py:113(doc_note)
        1    0.000    0.000    0.001    0.001 polynomial.py:1(<module>)
      511    0.000    0.000    0.001    0.000 __init__.py:164(match)
        1    0.000    0.000    0.001    0.001 fused_attention_stablehlo.py:1(<module>)
     1384    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap>:74(__new__)
        1    0.000    0.000    0.001    0.001 core.py:395(ParserElement)
        1    0.000    0.000    0.001    0.001 scimath.py:1(<module>)
       67    0.000    0.000    0.001    0.000 core.py:4042(__init__)
       42    0.000    0.000    0.001    0.000 deprecation.py:131(deprecate)
        1    0.000    0.000    0.001    0.001 scanner.py:1(<module>)
       81    0.000    0.000    0.001    0.000 traceback_util.py:42(_path_starts_with)
      326    0.001    0.000    0.001    0.000 util.py:422(wrapper)
     2841    0.001    0.000    0.001    0.000 _parser.py:175(append)
        1    0.000    0.000    0.001    0.001 <frozen importlib._bootstrap>:1171(exec_module)
        1    0.000    0.000    0.001    0.001 func.py:1(<module>)
        1    0.000    0.000    0.001    0.001 layout_engine.py:1(<module>)
     6976    0.001    0.000    0.001    0.000 _parser.py:239(__next)
        1    0.000    0.000    0.001    0.001 _function_base_impl.py:2472(_get_ufunc_and_otypes)
     1153    0.001    0.000    0.001    0.000 enum.py:818(__setattr__)
       35    0.000    0.000    0.001    0.000 typing.py:2049(__new__)
       67    0.001    0.000    0.001    0.000 colors.py:1102(reversed)
       72    0.000    0.000    0.001    0.000 enum.py:474(__prepare__)
        1    0.000    0.000    0.001    0.001 _typing.py:1(<module>)
        1    0.000    0.000    0.001    0.001 array_methods.py:1116(register_jax_array_methods)
     22/3    0.000    0.000    0.001    0.000 core.py:4077(streamline)
      228    0.000    0.000    0.001    0.000 enum.py:1592(__and__)
        3    0.001    0.000    0.001    0.000 _stride_tricks_impl.py:350(_broadcast_to)
      461    0.000    0.000    0.001    0.000 copy.py:248(_reconstruct)
        1    0.000    0.000    0.001    0.001 _function_base_impl.py:1(<module>)
        1    0.000    0.000    0.001    0.001 blas.py:1(<module>)
   256/18    0.000    0.000    0.001    0.000 ast.py:424(visit)
      351    0.000    0.000    0.001    0.000 inspect.py:801(_findclass)
        1    0.000    0.000    0.001    0.001 extras.py:1(<module>)
     2746    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap>:1226(__exit__)
        1    0.000    0.000    0.001    0.001 helpers.py:604(make_html_tags)
   256/18    0.000    0.000    0.001    0.000 ast.py:430(generic_visit)
        1    0.000    0.000    0.001    0.001 helpers.py:546(_makeTags)
        1    0.000    0.000    0.001    0.001 uuid.py:1(<module>)
        1    0.000    0.000    0.001    0.001 _globals.py:1(<module>)
     4327    0.001    0.000    0.001    0.000 {method 'rpartition' of 'str' objects}
        1    0.000    0.000    0.001    0.001 <frozen ntpath>:1(<module>)
      157    0.000    0.000    0.001    0.000 inspect.py:3078(replace)
     30/4    0.000    0.000    0.001    0.000 core.py:3924(streamline)
      435    0.000    0.000    0.001    0.000 __init__.py:183(sub)
        1    0.000    0.000    0.001    0.001 _tpu_gen.py:1(<module>)
     10/3    0.000    0.000    0.001    0.000 unicode.py:14(__get__)
       44    0.000    0.000    0.001    0.000 _base.py:67(__set_name__)
        3    0.000    0.000    0.001    0.000 _common.py:1(<module>)
     2746    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap>:1222(__enter__)
     5442    0.001    0.000    0.001    0.000 {method 'add' of 'set' objects}
        1    0.000    0.000    0.001    0.001 indexing.py:1(<module>)
     2869    0.001    0.000    0.001    0.000 inspect.py:386(isfunction)
        1    0.000    0.000    0.001    0.001 ad_checkpoint.py:1(<module>)
        1    0.000    0.000    0.001    0.001 secrets.py:1(<module>)
  221/186    0.000    0.000    0.001    0.000 typing.py:1773(__hash__)
      707    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap>:445(cb)
        1    0.000    0.000    0.001    0.001 heapq.py:1(<module>)
        1    0.000    0.000    0.001    0.001 _fontconfig_pattern.py:55(_make_fontconfig_parser)
    12014    0.001    0.000    0.001    0.000 inspect.py:2787(kind)
       28    0.000    0.000    0.001    0.000 typing.py:1748(__getitem__)
     1281    0.001    0.000    0.001    0.000 tree_util.py:74(tree_flatten)
     78/4    0.000    0.000    0.001    0.000 core.py:977(_parseCache)
      957    0.000    0.000    0.001    0.000 {built-in method builtins.delattr}
      676    0.000    0.000    0.001    0.000 __init__.py:101(find_spec)
        1    0.000    0.000    0.001    0.001 bz2.py:1(<module>)
        3    0.000    0.000    0.001    0.000 utils.py:1(<module>)
       32    0.000    0.000    0.001    0.000 colors.py:416(to_rgba_array)
     1159    0.000    0.000    0.001    0.000 enum.py:77(_is_private)
 3121/738    0.001    0.000    0.001    0.000 __init__.py:353(recursive_subclasses)
        1    0.000    0.000    0.001    0.001 sharing.py:1(<module>)
       12    0.000    0.000    0.001    0.000 types.py:334(__getattr__)
       68    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:1712(path_hook_for_FileFinder)
     1988    0.001    0.000    0.001    0.000 {method 'match' of 're.Pattern' objects}
     2686    0.000    0.000    0.001    0.000 util.py:200(__call__)
       35    0.000    0.000    0.001    0.000 typing.py:1207(_generic_class_getitem)
     1384    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap>:82(remove)
        9    0.000    0.000    0.001    0.000 tokenize.py:374(read_or_stop)
        9    0.001    0.000    0.001    0.000 {method 'readline' of '_io.BufferedReader' objects}
     5488    0.001    0.000    0.001    0.000 {method 'find' of 'str' objects}
        2    0.000    0.000    0.001    0.000 sharding.py:1(<module>)
        1    0.000    0.000    0.001    0.001 printoptions.py:1(<module>)
       22    0.000    0.000    0.001    0.000 core.py:5309(parseImpl)
      288    0.000    0.000    0.001    0.000 inspect.py:1997(_signature_get_user_defined_method)
     5552    0.001    0.000    0.001    0.000 {method 'strip' of 'str' objects}
      320    0.000    0.000    0.001    0.000 api_util.py:662(fun_sourceinfo)
        1    0.000    0.000    0.001    0.001 dviread.py:1(<module>)
        1    0.000    0.000    0.001    0.001 _scimath_impl.py:1(<module>)
      490    0.000    0.000    0.001    0.000 _inspect.py:65(getargs)
     23/6    0.000    0.000    0.001    0.000 core.py:4688(streamline)
      169    0.000    0.000    0.001    0.000 enum.py:935(_get_mixins_)
       46    0.000    0.000    0.001    0.000 dataclasses.py:610(_init_fn)
      160    0.000    0.000    0.001    0.000 _shape_base_impl.py:633(column_stack)
       44    0.000    0.000    0.001    0.000 _base.py:52(__init__)
     2579    0.000    0.000    0.001    0.000 _parser.py:163(__len__)
     6461    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap>:491(_verbose_message)
      584    0.000    0.000    0.001    0.000 _compiler.py:396(_simple)
        1    0.000    0.000    0.001    0.001 __init__.py:477(StrFormatStyle)
        8    0.000    0.000    0.001    0.000 core.py:2945(_generateDefaultName)
     1384    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap>:173(__exit__)
      320    0.001    0.000    0.001    0.000 <string>:2(__init__)
        1    0.000    0.000    0.001    0.001 datetime.py:1(<module>)
        1    0.000    0.000    0.001    0.001 _text_helpers.py:1(<module>)
        1    0.000    0.000    0.001    0.001 colab_lib.py:1(<module>)
        1    0.000    0.000    0.001    0.001 message.py:1(<module>)
       11    0.000    0.000    0.001    0.000 core.py:2946(charsAsStr)
      217    0.000    0.000    0.001    0.000 _parser.py:97(closegroup)
        4    0.000    0.000    0.001    0.000 util.py:1(<module>)
        2    0.000    0.000    0.001    0.000 dtypes.py:584(_make_lattice_upper_bounds)
        1    0.000    0.000    0.001    0.001 unicode.py:80(alphanums)
     2188    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:139(<genexpr>)
        1    0.000    0.000    0.001    0.001 _base.py:537(_AxesBase)
     8657    0.001    0.000    0.001    0.000 inspect.py:2775(name)
        1    0.000    0.000    0.001    0.001 _chlo_ops_gen.py:1(<module>)
        1    0.000    0.000    0.001    0.001 base64.py:1(<module>)
